,PostTitle,Version,PostDate,GameTitle,GameHeader,GameInfo,FamilyA,FamilyB,FamilyAInfo,FamilyBInfo
323,“Family Feud”- 22ND S.F.,Standard,2022-12-22,"Last Game of Season: Kincaids v. Meyerses (Analyn, Jordan, Latoiya, Isaiah & Dionne)",Last Game of Season,,Kincaids,Meyerses ,,"['(Analyn, Jordan, Latoiya, Isaiah & Dionne)']"
324,“Family Feud” 5/25/21,Standard,2021-05-25,"G1: Fishers (Cheryl, Tiffany, Davina, Kim & Tara) v. Kidwells",G1,,Fishers ,Kidwells,"['(Cheryl, Tiffany, Davina, Kim & Tara)']",
325,“Family Feud” 5/25/21,Standard,2021-05-25,"G2: Kincaids (Woodstock, GA)(Janet, Janna, Matt, Renee & Cheryl) v. Hills",G2,,Kincaids ,Hills,"['(Woodstock, GA)', '(Janet, Janna, Matt, Renee & Cheryl)']",
326,“Family Feud” 5/24/21,Standard,2021-05-24,"G1: Ogletrees (Chris, Don, Vanessa, Jadon & Renee) v. Kidwells",G1,,Ogletrees ,Kidwells,"['(Chris, Don, Vanessa, Jadon & Renee)']",
327,“Family Feud” 5/24/21,Standard,2021-05-24,"G2: Collingsworths v. Hills (Bartlett, TN)(Connita, Henderson, Unique, Henderson III & Javier)",G2,,Collingsworths,Hills ,,"['(Bartlett, TN)', '(Connita, Henderson, Unique, Henderson III & Javier)']"
328,“Family Feud” 5/21/21,Standard,2021-05-21,"G1: Baldwins (CIN)(Ming-Toy, Tiffany, Tamarah, Emmanuel & Swan) v. Kidwells",G1,,Baldwins ,Kidwells,"['(CIN)', '(Ming-Toy, Tiffany, Tamarah, Emmanuel & Swan)']",
329,“Family Feud” 5/21/21,Standard,2021-05-21,G2: Collingsworths v. Johnsons,G2,,Collingsworths,Johnsons,,
330,“Family Feud” 5/20/21,Standard,2021-05-20,"G1: Shannons v. Kidwells (Gainesville)(Bruce, Kierstin, Kaitlin, Kelsey & Terrie)",G1,,Shannons,Kidwells ,,"['(Gainesville)', '(Bruce, Kierstin, Kaitlin, Kelsey & Terrie)']"
331,“Family Feud” 5/20/21,Standard,2021-05-20,"G2: Collingsworths (Covington, GA)(Shameeka, Chanci, Karen, Teisha & Angie) v. Lehmans",G2,,Collingsworths ,Lehmans,"['(Covington, GA)', '(Shameeka, Chanci, Karen, Teisha & Angie)']",
332,“Family Feud” 5/19/21,Standard,2021-05-19,"G1: Shannons (Stone Mountain, GA)(Cory, Kayla, Tamika, Michelle & Adrianne) v. Ah Yous",G1,,Shannons ,Ah Yous,"['(Stone Mountain, GA)', '(Cory, Kayla, Tamika, Michelle & Adrianne)']",
333,“Family Feud” 5/19/21,Standard,2021-05-19,"G2: Lloyds v. Lehmans (Beckley, WV)(Kyle, Jessi, Kaitlynn, Galen & Dane)",G2,,Lloyds,Lehmans ,,"['(Beckley, WV)', '(Kyle, Jessi, Kaitlynn, Galen & Dane)']"
334,“Family Feud” 5/18/21,Standard,2021-05-18,G1: Goodmans v. Ah Yous,G1,,Goodmans,Ah Yous,,
335,“Family Feud” 5/18/21,Standard,2021-05-18,"G2: Lloyds v. Lozanos (Riverside)(Josh, Maria, Rich, Jason & Jodi)",G2,,Lloyds,Lozanos ,,"['(Riverside)', '(Josh, Maria, Rich, Jason & Jodi)']"
336,“Family Feud” 5/17/21,Standard,2021-05-17,"G1: Youngs v. Ah Yous (Laie, HI)(Mariaha, Jaclyn, Kingsley, Julia & Ephraim)",G1,,Youngs,Ah Yous ,,"['(Laie, HI)', '(Mariaha, Jaclyn, Kingsley, Julia & Ephraim)']"
337,“Family Feud” 5/17/21,Standard,2021-05-17,"G2: Lloyds (Nahjia, Angela, Derrick, De’Marcus & Tramere) v. Williamses ",G2,,Lloyds ,Williamses,"['(Nahjia, Angela, Derrick, De’Marcus & Tramere)']",
338,“Family Feud” 5/14/21,Standard,2021-05-14,"G1: Youngs v. Martins (Hoschton, GA)(Matthew, Christy, Ross, Austen & Michelle)",G1,,Youngs,Martins ,,"['(Hoschton, GA)', '(Matthew, Christy, Ross, Austen & Michelle)']"
339,“Family Feud” 5/14/21,Standard,2021-05-14,"G2: Simons (West Orange, NJ)(Dedra, Brett, Monet, Sandy Tate & Jeanine) v. Williamses",G2,,Simons ,Williamses,"['(West Orange, NJ)', '(Dedra, Brett, Monet, Sandy Tate & Jeanine)']",
340,“Family Feud” 5/13/21,Standard,2021-05-13,"G1: Youngs (Hiram, GA)(K.J., April, Kevin, Stephanie & Keith) v. Coffils",G1,,Youngs ,Coffils,"['(Hiram, GA)', '(K.J., April, Kevin, Stephanie & Keith)']",
341,“Family Feud” 5/13/21,Standard,2021-05-13,"G2: Phillipses v. Williamses (Warrenton, VA)(Sandy, Marilyn, Tyler, Amy & Wayne)",G2,,Phillipses,Williamses ,,"['(Warrenton, VA)', '(Sandy, Marilyn, Tyler, Amy & Wayne)']"
342,“Family Feud” 5/12/21,Standard,2021-05-12,G1: Mokiaos v. Coffils,G1,,Mokiaos,Coffils,,
343,“Family Feud” 5/12/21,Standard,2021-05-12,"G2: Phillipses (CHI)(Cami, Vivian, Annie, Antonia & Keta) v. Kyles",G2,,Phillipses ,Kyles,"['(CHI)', '(Cami, Vivian, Annie, Antonia & Keta)']",
344,“Family Feud” 4/22/20,Standard,2020-04-22,G1: Qurashis v. Thurmans,G1,,Qurashis,Thurmans,,
345,“Family Feud” 4/22/20,Standard,2020-04-22,"G2: Browns (Peoria, AZ)(Todd, Tammy, Makenna, Hayley & Luke) v. Abundises",G2,,Browns ,Abundises,"['(Peoria, AZ)', '(Todd, Tammy, Makenna, Hayley & Luke)']",
346,“Family Feud” 5/11/21,Standard,2021-05-11,"G1:  Benkoskis (Madison, GA)(Katelin, Julie, Farmer John, Alissa & Leah)  v. Coffils (Mapleton)(Ashley, Dre, Donna, Tioka & Raymond)",G1,,Benkoskis ,Coffils ,"['(Madison, GA)', '(Katelin, Julie, Farmer John, Alissa & Leah)']","['(Mapleton)', '(Ashley, Dre, Donna, Tioka & Raymond)']"
347,“Family Feud” 5/11/21,Standard,2021-05-11,"G2: Meekinses (NY)(Stehja, Michelle, Steve, Rahmel & Ty) v. Kyles",G2,,Meekinses ,Kyles,"['(NY)', '(Stehja, Michelle, Steve, Rahmel & Ty)']",
348,“Family Feud” 5/10/21- CAR GAME DOUBLEHEADER,Standard,2021-05-10,"G1: Clarks (Sharpsburg, GA)(Carla, Monica, Tabitha, Marc & Brenda) v. Lathams",G1,,Clarks ,Lathams,"['(Sharpsburg, GA)', '(Carla, Monica, Tabitha, Marc & Brenda)']",
349,“Family Feud” 5/10/21- CAR GAME DOUBLEHEADER,Standard,2021-05-10,G2: Parlocks v. Burtons,G2,,Parlocks,Burtons,,
350,“Family Feud” 5/7/21,Standard,2021-05-07,"G1: Davidenkos (Meredith, Dan, Sherry, Cam & Kathy) v. Lathams",G1,,Davidenkos ,Lathams,"['(Meredith, Dan, Sherry, Cam & Kathy)']",
351,“Family Feud” 5/7/21,Standard,2021-05-07,"G2: Kamalus (Waianae)(Noe, Jessica, Ka’ohinani, Raquel & Nikki) v. Burtons",G2,,Kamalus ,Burtons,"['(Waianae)', '(Noe, Jessica, Ka’ohinani, Raquel & Nikki)']",
352,“Family Feud” 4/16/20,Standard,2020-04-16,"M-U: Montgomerys (Pensacola)(Karen, Darold, Darrian, Chloe & Querita) v. Hendersons",M-U,,Montgomerys ,Hendersons,"['(Pensacola)', '(Karen, Darold, Darrian, Chloe & Querita)']",
353,“Family Feud” 5/6/21,Standard,2021-05-06,"G1: Cooks (MEM)(Charles, Christina, Gwen, Allysean & Alex) v. Lathams",G1,,Cooks ,Lathams,"['(MEM)', '(Charles, Christina, Gwen, Allysean & Alex)']",
354,“Family Feud” 5/6/21,Standard,2021-05-06,"G2: Kyles (Dripping Springs, TX)(Frances Ann, Mary Margaret, David, Bodie & Christi) v. Burtons",G2,,Kyles ,Burtons,"['(Dripping Springs, TX)', '(Frances Ann, Mary Margaret, David, Bodie & Christi)']",
355,“Family Feud” 5/5/21,Standard,2021-05-05,G1: Lawrences v. Lathams,G1,,Lawrences,Lathams,,
356,“Family Feud” 5/5/21,Standard,2021-05-05,G2: Pierces v. Burtons,G2,,Pierces,Burtons,,
357,“Family Feud” 5/4/21,Standard,2021-05-04,"G1: Carswells v. Lathams (Indian Head, MD)(Dean, Taylor, Donald, Justin & Jimmy)",G1,,Carswells,Lathams ,,"['(Indian Head, MD)', '(Dean, Taylor, Donald, Justin & Jimmy)']"
358,“Family Feud” 5/4/21,Standard,2021-05-04,"CG: Crovettos v. Parlocks (Huntington, WV)(Jeremiah, Alex, Elizabeth, Daniel & Amos)",CG,,Crovettos,Parlocks ,,"['(Huntington, WV)', '(Jeremiah, Alex, Elizabeth, Daniel & Amos)']"
359,“Family Feud” 5/3/21,Standard,2021-05-03,"CG: Carswells (Quinae, Marques, Gwendolyn, April & Quincy) v. Brewers",CG,,Carswells ,Brewers,"['(Quinae, Marques, Gwendolyn, April & Quincy)']",
360,“Family Feud” 5/3/21,Standard,2021-05-03,"G2: Crovettos v. Pierces (New Orleans)(Kiana, Arlinda, Monique, Neal & Loyce)",G2,,Crovettos,Pierces ,,"['(New Orleans)', '(Kiana, Arlinda, Monique, Neal & Loyce)']"
361,“Family Feud” 4/30/21,Standard,2021-04-30,"G1: Jagrups (Queens)(Liz, Daniel, Alicia, Ryan & Steven) v. Brewers",G1,,Jagrups ,Brewers,"['(Queens)', '(Liz, Daniel, Alicia, Ryan & Steven)']",
362,“Family Feud” 4/30/21,Standard,2021-04-30,"G2: Crovettos v. Burtons (Washington, D.C.)(Star, Tarita, Pat, Justin & Nae)",G2,,Crovettos,Burtons ,,"['(Washington, D.C.)', '(Star, Tarita, Pat, Justin & Nae)']"
363,“Family Feud” 4/29/21,Standard,2021-04-29,"G1: Robertses (New Orleans)(Regina, Derriyell, Reggie, Cormick & Denzel) v. Brewers",G1,,Robertses ,Brewers,"['(New Orleans)', '(Regina, Derriyell, Reggie, Cormick & Denzel)']",
364,“Family Feud” 4/29/21,Standard,2021-04-29,G2: Crovetttos v. Lewises,G2,,Crovetttos,Lewises,,
365,“Family Feud” 4/28/21,Standard,2021-04-28,G1: Joneses v. Brewers,G1,,Joneses,Brewers,,
366,“Family Feud” 4/28/21,Standard,2021-04-28,"G2: Basmas v. Lewises (Latoia, Carlos, Mickey, Ray Jr. & Ray)",G2,,Basmas,Lewises ,,"['(Latoia, Carlos, Mickey, Ray Jr. & Ray)']"
367,“Family Feud” 4/27/21,Standard,2021-04-27,"G1: Joneses v. Lawrences (Charleston, SC)(Diane, Bonnie, Jennifer, Rachel & Keith)",G1,,Joneses,Lawrences ,,"['(Charleston, SC)', '(Diane, Bonnie, Jennifer, Rachel & Keith)']"
368,“Family Feud” 4/27/21,Standard,2021-04-27,"G2: Basmas (Newnan, GA)(Naji, Elaine, Chad, Louana & Dave) v. Thomases",G2,,Basmas ,Thomases,"['(Newnan, GA)', '(Naji, Elaine, Chad, Louana & Dave)']",
369,“Family Feud” 4/26/21,Standard,2021-04-26,"CG: Starks v. Searses (Harrington, DE)(Dane, Katie, Karen, Cori & Devin)",CG,,Starks,Searses ,,"['(Harrington, DE)', '(Dane, Katie, Karen, Cori & Devin)']"
370,“Family Feud” 4/26/21,Standard,2021-04-26,G2: Joneses v. Thomases,G2,,Joneses,Thomases,,
371,“Family Feud” 4/23/21,Standard,2021-04-23,M-U: Starks v. Hawkinses,M-U,,Starks,Hawkinses,,
372,“Family Feud” 4/22/21,Standard,2021-04-22,"M-U: Starks v. Siroises (POR, OR)(Tammy, Brandon, Courtney, Alex & Savannah)",M-U,,Starks,Siroises ,,"['(POR, OR)', '(Tammy, Brandon, Courtney, Alex & Savannah)']"
373,“Family Feud” 4/21/21,Standard,2021-04-21,"M-U: Starks v. Joneses (CHI)(Tene, Sukari, Lisa, Shanta & Erika)",M-U,,Starks,Joneses ,,"['(CHI)', '(Tene, Sukari, Lisa, Shanta & Erika)']"
374,“Family Feud” 4/20/21,Standard,2021-04-20,"M-U: Starks (Curt, Dana, Mary Beth, Ben & Carly) v. Hawkinses (Baldwin, NY)(Dominic, Olivia, Sheila, Nick & Theresa)",M-U,,Starks ,Hawkinses ,"['(Curt, Dana, Mary Beth, Ben & Carly)']","['(Baldwin, NY)', '(Dominic, Olivia, Sheila, Nick & Theresa)']"
375,“Family Feud” 4/19/21,Standard,2021-04-19,M-U: Cullinses v. Mokiaoses,M-U,,Cullinses,Mokiaoses,,
376,“Family Feud” 3/3,Standard,2022-03-03,"G1: Cullinses (Blytheville, AR)(Ed, Ramona, Mary, Michael & Jeanna) v. Waldises",G1,,Cullinses ,Waldises,"['(Blytheville, AR)', '(Ed, Ramona, Mary, Michael & Jeanna)']",
377,“Family Feud” 3/3,Standard,2022-03-03,"G2: Joneses (Wilmington)(Rhondale, Dorian, Barbara, J.L. & Maurice) v. Paganos",G2,,Joneses ,Paganos,"['(Wilmington)', '(Rhondale, Dorian, Barbara, J.L. & Maurice)']",
378,“Family Feud” 3/2,Standard,2022-03-02,"G1: Montases v. Waldises (Peachtree Corners)(Leigh, Rich, Zach, Kate & Livi)",G1,,Montases,Waldises ,,"['(Peachtree Corners)', '(Leigh, Rich, Zach, Kate & Livi)']"
379,“Family Feud” 3/2,Standard,2022-03-02,"CG: Trusts v. Paganos (Kennesaw)(Rosalind, Natalie, Victoria, Marjorie & John)",CG,,Trusts,Paganos ,,"['(Kennesaw)', '(Rosalind, Natalie, Victoria, Marjorie & John)']"
380,“Family Feud” 3/1,Standard,2022-03-01,"G1: Montases v. Mokiaos (Ualapue, HI)(U’i, Malanai, Natasha, Shanna & Honey)",G1,,Montases,Mokiaos ,,"['(Ualapue, HI)', '(U’i, Malanai, Natasha, Shanna & Honey)']"
381,“Family Feud” 3/1,Standard,2022-03-01,CG: Trusts v. Browns,CG,,Trusts,Browns,,
382,“Family Feud” 2/25/21,Standard,2021-02-25,"G1: Montases (POR, OR)(Julie, Aquiles, Jessica, Marcos & Bianca) v. Denards",G1,,Montases ,Denards,"['(POR, OR)', '(Julie, Aquiles, Jessica, Marcos & Bianca)']",
383,“Family Feud” 2/25/21,Standard,2021-02-25,G2: Thorntons v. Browns,G2,,Thorntons,Browns,,
384,“Family Feud” 2/24/21,Standard,2021-02-24,"G1: Brewers (Marengo, IN)(Jerry, Trent, Samantha, Casey & Katie) v. Denards",G1,,Brewers ,Denards,"['(Marengo, IN)', '(Jerry, Trent, Samantha, Casey & Katie)']",
385,“Family Feud” 2/24/21,Standard,2021-02-24,"G2: Baldwins (Waldport, OR)(Evelyn, Brian, Patti, Patty & Darlene) v. Browns",G2,,Baldwins ,Browns,"['(Waldport, OR)', '(Evelyn, Brian, Patti, Patty & Darlene)']",
386,“Family Feud” 2/23/21,Standard,2021-02-23,"G1: Ortizes v. Denards (Staten Island)(T’Wana, Cheryl, Jaiden, Isaiah & Jimmy)",G1,,Ortizes,Denards ,,"['(Staten Island)', '(T’Wana, Cheryl, Jaiden, Isaiah & Jimmy)']"
387,“Family Feud” 2/23/21,Standard,2021-02-23,"G2: Caravalhos v. Browns (MEM)(Jackie, Roger, Lakeela, Raquel & Raphael)",G2,,Caravalhos,Browns ,,"['(MEM)', '(Jackie, Roger, Lakeela, Raquel & Raphael)']"
388,“Family Feud” 2/22/21,Standard,2021-02-22,"G1: Ortizes v. Brinkleys (Hiram, GA)(Rebekah, Katie, Cindy, Clayton & Barbara)",G1,,Ortizes,Brinkleys ,,"['(Hiram, GA)', '(Rebekah, Katie, Cindy, Clayton & Barbara)']"
389,“Family Feud” 2/22/21,Standard,2021-02-22,"CG: Thorntons (Cottondale, FL)(Rod, Claire, Kristen, Ted & Julie) v. Pughs",CG,,Thorntons ,Pughs,"['(Cottondale, FL)', '(Rod, Claire, Kristen, Ted & Julie)']",
390,“Family Feud” 2/19/21,Standard,2021-02-19,"G1: Ortizes v. Flemonses (Oxford, MS)(Brittani, Takara, Alisha, Shannon & Courtney)",G1,,Ortizes,Flemonses ,,"['(Oxford, MS)', '(Brittani, Takara, Alisha, Shannon & Courtney)']"
391,“Family Feud” 2/19/21,Standard,2021-02-19,"G2: Strowders (Satin, Germaine, Pam, Regina & Brianna) v. Pughs",G2,,Strowders ,Pughs,"['(Satin, Germaine, Pam, Regina & Brianna)']",
392,“Family Feud” 2/18/21,Standard,2021-02-18,"G1: Ortizes (Torrance)(Daniel, David, Gabriel, Elias & Patricio) v. Schofields",G1,,Ortizes ,Schofields,"['(Torrance)', '(Daniel, David, Gabriel, Elias & Patricio)']",
393,“Family Feud” 2/18/21,Standard,2021-02-18,"G2: Sattisons (Ft. Wayne)(Lori, Nick, Carlie, Amber & Greg) v. Pughs",G2,,Sattisons ,Pughs,"['(Ft. Wayne)', '(Lori, Nick, Carlie, Amber & Greg)']",
394,“Family Feud” 2/17/21,Standard,2021-02-17,"G1: Seguras v. Schofields (Charleston, WV)(Kevin, Rose, Willie, Sara & Tim)",G1,,Seguras,Schofields ,,"['(Charleston, WV)', '(Kevin, Rose, Willie, Sara & Tim)']"
395,“Family Feud” 2/17/21,Standard,2021-02-17,"G2: Caravalhos (Kahala, HI)(Dustin, Chardelle, Doug, Darnell & Lauren) v. Pughs",G2,,Caravalhos ,Pughs,"['(Kahala, HI)', '(Dustin, Chardelle, Doug, Darnell & Lauren)']",
396,“Family Feud” 2/16/21,Standard,2021-02-16,"G1: Seguras v. Seltzs (Stockbridge)(Eric, Tenisha, Tony, Jermaine & Kia)",G1,,Seguras,Seltzs ,,"['(Stockbridge)', '(Eric, Tenisha, Tony, Jermaine & Kia)']"
397,“Family Feud” 2/16/21,Standard,2021-02-16,"G2: Hotards v. Pughs (BKN)(Nafar, Cheri, Carolyn, Miasia & Janetta)",G2,,Hotards,Pughs ,,"['(BKN)', '(Nafar, Cheri, Carolyn, Miasia & Janetta)']"
398,“Family Feud” 2/15/21,Standard,2021-02-15,CG: Seguras v. Armstrongs,CG,,Seguras,Armstrongs,,
399,“Family Feud” 2/15/21,Standard,2021-02-15,"G2: Hotards (Port Allen, LA)(Dean, Brandy, Brady, Brooke & Stacie) v. Anthonys",G2,,Hotards ,Anthonys,"['(Port Allen, LA)', '(Dean, Brandy, Brady, Brooke & Stacie)']",
400,“Family Feud” 2/12/21,Standard,2021-02-12,G1: Ewerses v. Armstrongs,G1,,Ewerses,Armstrongs,,
401,“Family Feud” 2/12/21,Standard,2021-02-12,G2: Angels v. Anthonys,G2,,Angels,Anthonys,,
402,“Family Feud” 2/11/21,Standard,2021-02-11,"G1: Wildners (POR, OR)(Rachael, Mat, Cat, Cec & Tina) v. Armstrongs",G1,,Wildners ,Armstrongs,"['(POR, OR)', '(Rachael, Mat, Cat, Cec & Tina)']",
403,“Family Feud” 2/11/21,Standard,2021-02-11,"G2: Angels (Madison, GA)(Ashley, Anthony, CJ, Tiffany & Katie) v. Lees (Tia, Sandra, Cedric, Linda & Stacey)",G2,,Angels ,Lees ,"['(Madison, GA)', '(Ashley, Anthony, CJ, Tiffany & Katie)']","['(Tia, Sandra, Cedric, Linda & Stacey)']"
404,“Family Feud” 2/10/21,Standard,2021-02-10,"G1: Christians (Burnet, TX)(Landree, Melissa, Marilyn, Tristen & Cara) v. Armstrongs",G1,,Christians ,Armstrongs,"['(Burnet, TX)', '(Landree, Melissa, Marilyn, Tristen & Cara)']",
405,“Family Feud” 2/10/21,Standard,2021-02-10,"CG: Brookses (Lapeer, MI)(Dave, Tanya, Madison, Marc & Ali) v. Rahns",CG,,Brookses ,Rahns,"['(Lapeer, MI)', '(Dave, Tanya, Madison, Marc & Ali)']",
406,“Family Feud” 2/9/21,Standard,2021-02-09,"G1: Jacksons v. Armstrongs (MEM)(Latrell, Larcell, Lawrence, Tiffany & Larry)",G1,,Jacksons,Armstrongs ,,"['(MEM)', '(Latrell, Larcell, Lawrence, Tiffany & Larry)']"
407,“Family Feud” 2/9/21,Standard,2021-02-09,"G2: Blackmons (Forrestville, MD)(Bernard, Vicky, Asia, Bre’nard & Dot) v. Rahns",G2,,Blackmons ,Rahns,"['(Forrestville, MD)', '(Bernard, Vicky, Asia, Bre’nard & Dot)']",
408,“Family Feud” 2/8/21,Standard,2021-02-08,"G1: Jacksons v. Seguras (New Iberia, LA)(Shelby, Molly, Alex, Jon & Jaime)",G1,,Jacksons,Seguras ,,"['(New Iberia, LA)', '(Shelby, Molly, Alex, Jon & Jaime)']"
409,“Family Feud” 2/8/21,Standard,2021-02-08,"G2: Sanderlins (Williamstown, NJ)(Sandra, Dale, Chris, Tawanda & Deja) v. Rahns",G2,,Sanderlins ,Rahns,"['(Williamstown, NJ)', '(Sandra, Dale, Chris, Tawanda & Deja)']",
410,“Family Feud” 2/5/21,Standard,2021-02-05,"G1: Jacksons (Reston, VA)(Daniel, Brittany, Dayna, Dwayne & Deborah) v. Christians",G1,,Jacksons ,Christians,"['(Reston, VA)', '(Daniel, Brittany, Dayna, Dwayne & Deborah)']",
411,“Family Feud” 2/5/21,Standard,2021-02-05,G2: Waddells v. Rahns,G2,,Waddells,Rahns,,
412,“Family Feud” 2/4/21,Standard,2021-02-04,"G1: Sadiqs v. Christians (Loganville)(Jeff, Sandra, Vanessa, Steven & Karina)",G1,,Sadiqs,Christians ,,"['(Loganville)', '(Jeff, Sandra, Vanessa, Steven & Karina)']"
413,“Family Feud” 2/4/21,Standard,2021-02-04,"G2: Waddells (Clinton, MS)(Gabe, Chelsea, Shannon, Sebastian & Romona) v. Joneses",G2,,Waddells ,Joneses,"['(Clinton, MS)', '(Gabe, Chelsea, Shannon, Sebastian & Romona)']",
414,“Family Feud” 2/3/21,Standard,2021-02-03,"G1: Sadiqs (POR, OR)(Maarof, Shaimaa, Mohammed, Fatima & Jwan) v. Spurlocks",G1,,Sadiqs ,Spurlocks,"['(POR, OR)', '(Maarof, Shaimaa, Mohammed, Fatima & Jwan)']",
415,“Family Feud” 2/3/21,Standard,2021-02-03,"G2: Childreses v. Joneses (Kasone, Brennon, Kelly, Meghan & Pops)",G2,,Childreses,Joneses ,,"['(Kasone, Brennon, Kelly, Meghan & Pops)']"
416,“Family Feud” 2/2/21,Standard,2021-02-02,"CG: Hedgecoths v. Spurlocks (Emanuel, Sheanell, Gabriel, Zaryland & Emanuel III)",CG,,Hedgecoths,Spurlocks ,,"['(Emanuel, Sheanell, Gabriel, Zaryland & Emanuel III)']"
417,“Family Feud” 2/2/21,Standard,2021-02-02,"G2: Childreses v. Makahilahilas (Kailua)(Ashley, Kim, Ryan, Colby & Stacy)",G2,,Childreses,Makahilahilas ,,"['(Kailua)', '(Ashley, Kim, Ryan, Colby & Stacy)']"
418,“Family Feud” 2/1/21,Standard,2021-02-01,"G1: Hedgecoths v. Brewers (Marietta)(Russ, Danielle, Deborah, Cory & Patrick)",G1,,Hedgecoths,Brewers ,,"['(Marietta)', '(Russ, Danielle, Deborah, Cory & Patrick)']"
419,“Family Feud” 2/1/21,Standard,2021-02-01,"G2: Childreses (MEM)(Tiyana, Michael, Lanease, Shara & Raelyn) v. Tripps",G2,,Childreses ,Tripps,"['(MEM)', '(Tiyana, Michael, Lanease, Shara & Raelyn)']",
420,“Family Feud” 1/29/21,Standard,2021-01-29,"M-U: Hedgecoths v. Moores (Bluefield, WV)(Garry, Kimberly, Kiara, Dexter & Amanda)",M-U,,Hedgecoths,Moores ,,"['(Bluefield, WV)', '(Garry, Kimberly, Kiara, Dexter & Amanda)']"
421,“Family Feud” 1/28/21,Standard,2021-01-28,"M-U: Hedgecoths v. Halls (Demetra, Lamar, Teresa, Cheryl & Gloria)",M-U,,Hedgecoths,Halls ,,"['(Demetra, Lamar, Teresa, Cheryl & Gloria)']"
422,“Family Feud” 1/27/21,Standard,2021-01-27,"M-U: Hedgecoths (Stockbridge, GA)(Cole, Steven, Nikki, Jordan & Connor) v. Whites",M-U,,Hedgecoths ,Whites,"['(Stockbridge, GA)', '(Cole, Steven, Nikki, Jordan & Connor)']",
423,“Family Feud” 1/26/21,Standard,2021-01-26,"M-U: Ewerses v. Whites (Marlboro, MD)(James, Cynthia, Michael, Kathryn & Monee)",M-U,,Ewerses,Whites ,,"['(Marlboro, MD)', '(James, Cynthia, Michael, Kathryn & Monee)']"
424,“Family Feud” 1/25/21,Standard,2021-01-25,"M-U: Ewerses (Gainesville)(Angela, Jeremy, Steve, Elaine & Lainie) v. Kargbos",M-U,,Ewerses ,Kargbos,"['(Gainesville)', '(Angela, Jeremy, Steve, Elaine & Lainie)']",
425,“Family Feud” 10/19/20,Standard,2020-10-19,"M-U: Levitans (Van Nuys)(Cathy, Bob, Bobby, Peter & Allison) v. Aranas",M-U,,Levitans ,Aranas,"['(Van Nuys)', '(Cathy, Bob, Bobby, Peter & Allison)']",
426,“Family Feud”- FALL ’20 FINALE,Standard,2020-11-25,G1: McGraws v. Kargbos,G1,,McGraws,Kargbos,,
427,“Family Feud”- FALL ’20 FINALE,Standard,2020-11-25,"G2: Thomases v. Tripps (La Pine, OR)(Sally, Sean, Katherine, Leon & Courtney)",G2,,Thomases,Tripps ,,"['(La Pine, OR)', '(Sally, Sean, Katherine, Leon & Courtney)']"
428,“Family Feud” 11/24/20,Standard,2020-11-24,"G1: McGraws v. Miltons (Shreveport)(Ri’Chard, Rachel, Joyce, Christiana & Linda)",G1,,McGraws,Miltons ,,"['(Shreveport)', '(Ri’Chard, Rachel, Joyce, Christiana & Linda)']"
429,“Family Feud” 11/24/20,Standard,2020-11-24,"G2: Thomases v. Lynchs (Dubuque)(Jaimie, Amber, Brooke, Logan & Jade)",G2,,Thomases,Lynchs ,,"['(Dubuque)', '(Jaimie, Amber, Brooke, Logan & Jade)']"
